100000100;ITALIA;ITA
100000201;ALBANIA;ALB
100000202;ANDORRA;AND
100000203;AUSTRIA;AUT
100000206;BELGIO;BEL
100000209;BULGARIA;BGR
100000210;CECOSLOVACCHIA;MISSING
100000212;DANIMARCA;DNK
100000214;FINLANDIA;FIN
100000215;FRANCIA;FRA
100000216;GERMANIA;DEU
100000219;REGNO UNITO;GBR
100000220;GRECIA;GRC
100000221;IRLANDA;IRL
100000223;ISLANDA;ISL
100000224;JUGOSLAVIA (SERBIA-MONTENEGRO);MISSING
100000225;LIECHTENSTEIN;LIE
100000226;LUSSEMBURGO;LUX
100000227;MALTA;MLT
100000229;MONACO;MCO
100000231;NORVEGIA;NOR
100000232;PAESI BASSI;NLD
100000233;POLONIA;POL
100000234;PORTOGALLO;PRT
100000235;ROMANIA;ROU
100000236;SAN MARINO;SMR
100000239;SPAGNA;ESP
100000240;SVEZIA;SWE
100000241;SVIZZERA;CHE
100000243;UCRAINA;UKR
100000244;UNGHERIA;HUN
100000245;RUSSIA;RUS
100000246;CITTA' DEL VATICANO;VAT
100000247;ESTONIA;EST
100000248;LETTONIA;LVA
100000249;LITUANIA;LTU
100000250;CROAZIA;HRV
100000251;SLOVENIA;SVN
100000252;BOSNIA ED ERZEGOVINA;BIH
100000253;MACEDONIA;MKD
100000254;MOLDAVIA;MDA
100000255;REPUBBLICA SLOVACCA;SVK
100000256;BIELORUSSIA;BLR
100000257;REPUBBLICA CECA;CZE
100000301;AFGHANISTAN;AFG
100000302;ARABIA SAUDITA;SAU
100000304;BAHREIN;BHR
100000305;BANGLADESH;BGD
100000306;BHUTAN;BTN
100000307;MYANMAR (BIRMANIA);MMR
100000309;BRUNEI;BRN
100000310;CAMBOGIA;KHM
100000311;SRI LANKA (CEYLON);LKA
100000314;CINA POPOLARE;CHN
100000315;CIPRO;CYP
100000319;COREA DEL NORD;PRK
100000320;COREA DEL SUD;KOR
100000322;EMIRATI ARABI UNITI;ARE
100000323;FILIPPINE;PHL
100000326;GIAPPONE;JPN
100000327;GIORDANIA;JOR
100000330;INDIA;IND
100000331;INDONESIA;IDN
100000332;IRAN;IRN
100000333;IRAQ;IRQ
100000334;ISRAELE;ISR
100000335;KUWAIT;KWT
100000336;LAOS;LAO
100000337;LIBANO;LBN
100000339;MALDIVE;MDV
100000340;MALESIA;MYS
100000341;MONGOLIA;MNG
100000342;NEPAL;NPL
100000343;OMAN;OMN
100000344;PAKISTAN;PAK
100000345;QATAR;QAT
100000346;SINGAPORE;SGP
100000348;SIRIA;SYR
100000349;THAILANDIA;THA
100000351;TURCHIA;TUR
100000353;VIETNAM;VNM
100000354;YEMEN;YEM
100000356;KAZAKISTAN;KAZ
100000357;UZBEKISTAN;UZB
100000358;ARMENIA;ARM
100000359;AZERBAIGIAN;AZE
100000360;GEORGIA;GEO
100000361;KIRGHIZISTAN;KGZ
100000362;TAGIKISTAN;TJK
100000363;TAIWAN;TWN
100000364;TURKMENISTAN;TKM
100000401;ALGERIA;DZA
100000402;ANGOLA;AGO
100000404;COSTA D'AVORIO;CIV
100000406;BENIN;BEN
100000408;BOTSWANA;BWA
100000409;BURKINA FASO;BFA
100000410;BURUNDI;BDI
100000411;CAMERUN;CMR
100000413;CAPO VERDE;CPV
100000414;CENTRAFRICA;CAF
100000415;CIAD;TCD
100000417;COMORE;COM
100000418;CONGO;COG
100000419;EGITTO;EGY
100000420;ETIOPIA;ETH
100000421;GABON;GAB
100000422;GAMBIA;GMB
100000423;GHANA;GHA
100000424;GIBUTI;DJI
100000425;GUINEA;GIN
100000426;GUINEA BISSAU;GNB
100000427;GUINEA EQUATORIALE;GNQ
100000428;KENIA;KEN
100000429;LESOTHO;LSO
100000430;LIBERIA;LBR
100000431;LIBIA;LBY
100000432;MADAGASCAR;MDG
100000434;MALAWI;MWI
100000435;MALI;MLI
100000436;MAROCCO;MAR
100000437;MAURITANIA;MRT
100000438;MAURIZIO;MUS
100000440;MOZAMBICO;MOZ
100000441;NAMIBIA;NAM
100000442;NIGER;NER
100000443;NIGERIA;NGA
100000446;RUANDA;RWA
100000448;SAO TOME' E PRINCIPE;STP
100000449;SEICELLE;SYC
100000450;SENEGAL;SEN
100000451;SIERRA LEONE;SLE
100000453;SOMALIA;SOM
100000454;SUD AFRICA;ZAF
100000455;SUDAN;SDN
100000456;SWAZILAND;SWZ
100000457;TANZANIA;TZA
100000458;TOGO;TGO
100000460;TUNISIA;TUN
100000461;UGANDA;UGA
100000463;ZAIRE;COD
100000464;ZAMBIA;ZMB
100000465;ZIMBABWE;ZWE
100000466;ERITREA;ERI
100000467;SUD SUDAN;SSD
100000503;ANTIGUA E BARBUDA;ATG
100000505;BAHAMA;BHS
100000506;BARBADOS;BRB
100000507;BELIZE;BLZ
100000509;CANADA;CAN
100000513;COSTARICA;CRI
100000514;CUBA;CUB
100000515;DOMINICA;DMA
100000516;REP. DOMINICANA;DOM
100000517;EL SALVADOR;SLV
100000518;GIAMAICA;JAM
100000519;GRENADA;GRD
100000523;GUATEMALA;GTM
100000524;HAITI;HTI
100000525;HONDURAS;HND
100000527;MESSICO;MEX
100000529;NICARAGUA;NIC
100000530;PANAMA;PAN
100000532;SAINT LUCIA;LCA
100000533;S. VINCENT E GRENADINE;VCT
100000534;S. CHRISTOPHER E NEVIS;MISSING
100000536;STATI UNITI D'AMERICA;USA
100000602;ARGENTINA;ARG
100000604;BOLIVIA;BOL
100000605;BRASILE;BRA
100000606;CILE;CHL
100000608;COLOMBIA;COL
100000609;ECUADOR;ECU
100000612;GUYANA;GUY
100000614;PARAGUAY;PRY
100000615;PERU';PER
100000616;SURINAME;SUR
100000617;TRINIDAD E TOBAGO;TTO
100000618;URUGUAY;URY
100000619;VENEZUELA;VEN
100000701;AUSTRALIA;AUS
100000703;FIGI;FJI
100000708;KIRIBATI;KIR
100000715;NAURU;NRU
100000719;NUOVA ZELANDA;NZL
100000721;PAPUASIA-N.GUINEA;PNG
100000725;SALOMONE;SLB
100000727;SAMOA;WSM
100000730;TONGA;TON
100000731;TUVALU;TUV
100000732;VANUATU;VUT
100000733;ANGUILLA (ISOLA);AIA
100000734;ANTILLE BRITANNICHE;MISSING
100000735;ANTILLE OLANDESI;ANT
100000736;ARABIA MERIDIONALE;MISSING
100000737;BASUTOLAND SUD AFRICA BRITANNICO;MISSING
100000738;BECIUANIA SUD AFRICA BRITANNICO;MISSING
100000739;BERMUDE;BMU
100000740;BOPHUTHATSWANA;BWA
100000741;CAROLINE;MISSING
100000742;CAYMAN (ISOLE);CYM
100000743;CHRISTMAS;CXR
100000744;CINA REPUBBLICA NAZIONALE;CHN
100000745;CISKEI;MISSING
100000746;COCOS;CCK
100000747;DIPENDENZE AUSTRALIANE;MISSING
100000748;DIPENDENZE BRITANNICHE;MISSING
100000749;DIPENDENZE CANADESI;MISSING
100000750;DIPENDENZE FRANCESI;MISSING
100000751;DIPENDENZE NEOZELANDESI;MISSING
100000752;DIPENDENZE SOVIETICHE;MISSING
100000753;DIPENDENZE SUDAFRICANE;MISSING
100000754;ELLICE;MISSING
100000755;FAER OER;FRO
100000757;GERMANIA REP. DEMOCRATICA;MISSING
100000758;GROENLANDIA;GRL
100000759;GUADALUPA;GLP
100000760;GUAM;GUM
100000761;GUAYANA FRANCESE;GUF
100000762;IFNI;MISSING
100000763;IRIAN OCCIDENTALE;MISSING
100000764;ISOLE VERGINI;MISSING
100000765;LA REUNION;MISSING
100000766;MACQUARIE;MISSING
100000767;MALAYSIA;MYS
100000768;MALVINE;MISSING
100000769;MAN;MISSING
100000770;MARCUS;MISSING
100000771;MARIANNE;MISSING
100000772;MARSHALL;MHL
100000773;MARTINICA;MTQ
100000774;MAYOTTE;MYT
100000775;MICRONESIA STATI FEDERALI;FSM
100000776;MIDWAY;MISSING
100000777;MONTSERRAT;MSR
100000778;NORFOLK;NFK
100000779;NORMANNE;MISSING
100000780;NUOVA CALEDONIA;NCL
100000781;NUOVA GUINEA;PNG
100000782;NUOVE EBRIDI;MISSING
100000783;PALAU REPUBBLICA;PLW
100000784;PANAMA ZONA DEL CANALE;PAN
100000785;PASQUA;MISSING
100000786;PITCAIRN;MISSING
100000787;POLINESIA;PYF
100000788;PRINCIPE;MISSING
100000789;PROTETTORATO DELLA ARABIA MERIDIONALE;MISSING
100000790;PUERTO RICO;PRI
100000793;URSS;MISSING
100000794;RYUKYU;MISSING
100000795;SAHARA SPAGNOLO;MISSING
100000796;SAINT PIERRE ET MIQUELON;SPM
100000797;SAINT VINCENT E GRENADINE;VCT
100000798;SAMOA AMERICANE;WSM
100000799;SANT ELENA;MISSING
100000800;SAVAGE;MISSING
100000801;SIKKIM;MISSING
100000802;SOMALIA FRANCESE;MISSING
100000803;TANGANICA;MISSING
100000804;TERRITORIO DI GAZA;MISSING
100000805;TIMOR;TLS
100000806;TOKELAU;TKL
100000808;TRANSKEI;MISSING
100000810;TURKS;TCA
100000811;VENDA;MISSING
100000812;VERGINI BRITANNICHE (ISOLE);MISSING
100000813;VIETNAM DEL NORD;VNM
100000814;VIETNAM DEL SUD;VNM
100000815;WALLIS;WLF
100000816;YEMEN REP. DEM. POPOLARE;YEM
100000817;ZANZIBAR;MISSING
100000998;REPUBBLICA DEMOCRATICA DEL CONGO;COD
100000999;APOLIDE;MISSING
100001000;SERBIA;SRB
100001001;MONTENEGRO;MNE
100001002;KOSOVO;KOS
110000001;PALESTINA;PSE
110000002;CANARIE ISOLE;MISSING
110000003;MACAO;MISSING
110000004;GIBILTERRA;GIB
110000005;HONG KONG;MISSING
110000006;IRAN-ETNIA CURDA;MISSING
110000007;IRAQ-ETNIA CURDA;MISSING
110000008;SIRIA-ETNIA CURDA;MISSING
110000009;TURCHIA-ETNIA CURDA;MISSING
110000010;JUGOSLAVIA ETNIA KOSSOVARA;MISSING
110000011;NAZ. BRITANNICO(OLTREMARE)-HONG KONG;MISSING
